"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 주택거래신고 1588-0149/주택임대차신고 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20220101 ~ 20221231"
"실거래구분 : 상업/업무용(매매)"
"주소구분 : 도로명주소"
"시도 : 서울특별시"
"시군구 : 전체"
"도로명 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"시군구","유형","지번","도로명","용도지역","건축물주용도","도로조건","전용/연면적(㎡)","대지면적(㎡)","거래금액(만원)","층","계약년월","계약일","지분구분","건축년도","해제사유발생일","거래유형","중개사소재지"
"서울특별시 동작구 노량진동","집합","1*","노들로2길","유통상업","제2종근린생활","8m미만","116.81"," ","65,000","null","202203","30"," ","2020","20220405","중개거래","경기 의정부시"
"서울특별시 동작구 노량진동","집합","1*","노들로2길","유통상업","제2종근린생활","8m미만","74.69"," ","37,800","null","202203","30"," ","2020","20220407","중개거래","경기 의정부시"
"서울특별시 동작구 노량진동","집합","1*","노들로2길","유통상업","제2종근린생활","8m미만","116.81"," ","65,000","null","202203","30"," ","2020","20220407","중개거래","경기 의정부시"
"서울특별시 동작구 노량진동","일반","2**","장승배기로","제3종일반주거","제1종근린생활","25m이상","165.36","69.00","184,000","null","202204","4"," ","1988","","중개거래","서울 동작구"
"서울특별시 동작구 노량진동","집합","3**","만양로","제3종일반주거","제1종근린생활","25m미만","1030.85"," ","240,000","null","202204","12"," ","2001","","직거래","-"
"서울특별시 동작구 노량진동","일반","2**","만양로6길","제2종일반주거","제2종근린생활","8m미만","941.05","357.00","324,000","null","202204","15"," ","2003","","중개거래","서울 동작구"
"서울특별시 동작구 노량진동","일반","2**","만양로6길","제2종일반주거","제2종근린생활","8m미만","941.05","357.00","324,000","null","202204","15"," ","2003","20220708","중개거래","서울 동작구"
"서울특별시 동작구 노량진동","일반","1**","만양로14길","제3종일반주거","제2종근린생활","8m미만","67.34","31.00","68,000","null","202204","18"," ","1970","","중개거래","서울 강남구"
"서울특별시 동작구 노량진동","집합","1*","노들로2길","유통상업","기타","8m미만","186.84"," ","87,042","null","202205","2"," ","2020","","직거래","-"
"서울특별시 동작구 노량진동","일반","2**","만양로14아길","제2종일반주거","제2종근린생활","8m미만","504.09","198.00","234,000","null","202205","26"," ","1990","","중개거래","서울 동작구"
"서울특별시 동작구 노량진동","일반","1**","노량진로16길","일반상업","제2종근린생활","8m미만","174.35","95.00","198,000","null","202206","14"," ","2010","","중개거래","서울 동작구"
"서울특별시 동작구 노량진동","일반","2**","만양로6길","제2종일반주거","제2종근린생활","8m미만","690.64","261.00","276,500","null","202206","15"," ","2008","","중개거래","서울 동작구"
"서울특별시 동작구 노량진동","일반","9*","노량진로16길","일반상업","제2종근린생활","8m미만","1882.79","635.00","1,750,000","null","202206","24"," ","1992","","중개거래","서울 동작구"
"서울특별시 동작구 노량진동","집합","5*","노량진로","일반상업","제2종근린생활","25m이상","78.54"," ","60,000","null","202207","1"," ","2015","","중개거래","서울 동작구"
"서울특별시 동작구 노량진동","일반","2**","만양로10길","제2종일반주거","제2종근린생활","8m미만","1140.03","321.00","420,000","null","202208","21"," ","2004","20221228","중개거래","서울 동작구"
"서울특별시 동작구 노량진동","일반","2**","만양로10길","제2종일반주거","제2종근린생활","8m미만","1140.03","321.00","420,000","null","202208","21"," ","2004","","중개거래","서울 동작구"
"서울특별시 동작구 노량진동","일반","2**","만양로12가길","제2종일반주거","제2종근린생활","8m미만","998.68","317.00","400,000","null","202208","22"," ","2004","20230228","중개거래","서울 동작구"
"서울특별시 동작구 노량진동","집합","3**","-","제3종일반주거","판매","8m미만","9.92"," ","24,200","null","202208","27"," ","null","20221021","중개거래","서울 동작구"
"서울특별시 동작구 노량진동","집합","2**","노량진로6길","제3종일반주거","제2종근린생활","12m미만","19.75"," ","14,500","1","202209","27"," ","1993","","중개거래","서울 동작구"
"서울특별시 동작구 노량진동","일반","1**","만양로14나길","제3종일반주거","제2종근린생활","8m미만","383.78","183.00","315,000","null","202210","4"," ","2001","","직거래","-"
"서울특별시 동작구 노량진동","집합","3**","-","제3종일반주거","판매","8m미만","9.92"," ","24,200","null","202210","21"," ","null","","중개거래","서울 동작구"
"서울특별시 동작구 노량진동","집합","1*","노들로2길","유통상업","판매","8m미만","28.47"," ","109,900","1","202210","26"," ","2020","20230316","중개거래","경기 김포시"
"서울특별시 동작구 노량진동","집합","1*","노들로2길","유통상업","판매","8m미만","35.49"," ","94,700","1","202210","26"," ","2020","20230316","중개거래","경기 김포시"
"서울특별시 동작구 노량진동","집합","1*","노들로2길","유통상업","제2종근린생활","8m미만","35.49"," ","94,700","1","202210","26"," ","2020","20230316","중개거래","경기 김포시"
"서울특별시 동작구 노량진동","집합","1*","노들로2길","유통상업","판매","8m미만","38.61"," ","146,700","1","202210","26"," ","2020","20230316","중개거래","경기 김포시"
"서울특별시 동작구 노량진동","일반","1**","노량진로","제3종일반주거","제1종근린생활","25m이상","4580.38","2012.00","6,010,000","null","202210","27"," ","1990","","직거래","-"
"서울특별시 동작구 노량진동","집합","3**","-","제3종일반주거","제2종근린생활","8m미만","9.92"," ","9,000","null","202211","16"," ","null","","직거래","-"
"서울특별시 동작구 노량진동","집합","4*","장승배기로","일반상업","제2종근린생활","25m이상","7.57"," ","2,629","null","202211","23"," ","2005","","중개거래","서울 동작구"
"서울특별시 동작구 노량진동","집합","3**","만양로","제3종일반주거","제1종근린생활","25m미만","48.6"," ","11,000","2","202211","29"," ","2001","","중개거래","서울 동작구"
"서울특별시 동작구 노량진동","집합","1*","노들로2길","유통상업","판매","8m미만","98.6"," ","165,000","1","202212","16"," ","2020","","직거래","-"
"서울특별시 동작구 대방동","집합","3**","상도로","근린상업","제2종근린생활","25m이상","32.03"," ","24,500","2","202202","9"," ","2017","20220330","중개거래","서울 동작구"
"서울특별시 동작구 대방동","집합","5**","여의대방로","제3종일반주거","판매","25m이상","21"," ","13,000","2","202204","2"," ","1993","","중개거래","-"
"서울특별시 동작구 대방동","집합","5**","알마타길","제3종일반주거","제1종근린생활","25m이상","38.4"," ","25,000","2","202204","14"," ","2003","","직거래","-"
"서울특별시 동작구 대방동","일반","3**","여의대방로","제3종일반주거","제1종근린생활","25m이상","68.17","277.00","480,000","null","202204","15"," ","1959","","중개거래","서울 강남구, 서울 동작구"
"서울특별시 동작구 대방동","집합","5**","여의대방로","제3종일반주거","제2종근린생활","25m이상","21.06"," ","6,800","null","202205","6"," ","1994","","중개거래","-"
"서울특별시 동작구 대방동","집합","5**","여의대방로","제3종일반주거","제2종근린생활","25m이상","285.76"," ","28,522","null","202206","8"," ","2021","","중개거래","서울 도봉구"
"서울특별시 동작구 대방동","집합","3**","상도로","근린상업","제1종근린생활","25m이상","61.3"," ","40,000","2","202207","6"," ","2017","","중개거래","서울 동작구"
"서울특별시 동작구 대방동","집합","5**","여의대방로","제3종일반주거","제2종근린생활","25m이상","1006.46"," ","250,000","null","202208","5"," ","2021","","직거래","-"
"서울특별시 동작구 대방동","집합","3**","상도로","근린상업","제1종근린생활","25m이상","165.75"," ","54,000","4","202208","10"," ","2003","","중개거래","경기 안양동안구"
"서울특별시 동작구 대방동","집합","5**","여의대방로","제3종일반주거","제1종근린생활","25m이상","61.69"," ","18,500","4","202210","5"," ","1993","","직거래","-"
"서울특별시 동작구 대방동","집합","5**","여의대방로","제3종일반주거","제2종근린생활","25m이상","18.36"," ","8,000","2","202210","29"," ","1993","","중개거래","서울 동작구"
"서울특별시 동작구 동작동","일반","1**","동작대로43길","제3종일반주거","제2종근린생활","12m미만","1239.7","334.00","800,000","null","202201","11"," ","2004","","중개거래","서울 강남구"
"서울특별시 동작구 동작동","집합","3**","동작대로39길","제2종일반주거","제2종근린생활","25m이상","26.41"," ","28,000","2","202203","24"," ","2013","","중개거래","서울 동작구"
"서울특별시 동작구 본동","집합","4**","노량진로23가길","제3종일반주거","제2종근린생활","25m미만","47.02"," ","40,000","3","202203","1"," ","2011","","중개거래","서울 서대문구"
"서울특별시 동작구 본동","집합","4**","노량진로23가길","제3종일반주거","제2종근린생활","25m미만","31.05"," ","30,000","3","202203","1"," ","2011","","중개거래","서울 서대문구"
"서울특별시 동작구 본동","집합","4**","노량진로23가길","제3종일반주거","제2종근린생활","25m미만","80.7"," ","55,000","3","202203","1"," ","2011","","중개거래","서울 서대문구"
"서울특별시 동작구 본동","집합","4**","매봉로","제2종일반주거","제2종근린생활","25m미만","39.78"," ","21,000","2","202204","4"," ","1993","","중개거래","서울 동작구"
"서울특별시 동작구 본동","일반","4**","노량진로22길","제2종일반주거","제2종근린생활","8m미만","333.79","130.67","314,722","null","202205","20"," ","2009","","직거래","-"
"서울특별시 동작구 본동","일반","4**","노량진로22길","제2종일반주거","제2종근린생활","8m미만","333.79","163.33","385,278","null","202205","20"," ","2009","","직거래","-"
"서울특별시 동작구 본동","일반","4**","매봉로","제3종일반주거","제1종근린생활","8m미만","46.81","83.00","165,700","null","202205","25"," ","1984","","직거래","-"
"서울특별시 동작구 본동","일반","3**","노량진로18길","제3종일반주거","제1종근린생활","12m미만","28.5","29.00","61,500","null","202206","8"," ","1985","","직거래","-"
"서울특별시 동작구 사당동","집합","1***","사당로2가길","제2종일반주거","제2종근린생활","12m미만","24.38"," ","31,000","null","202201","17"," ","1999","","중개거래","서울 동작구"
"서울특별시 동작구 사당동","집합","1***","동작대로1길","일반상업","숙박","8m미만","50.34"," ","52,000","null","202202","10"," ","2012","","중개거래","서울 관악구, 서울 서초구"
"서울특별시 동작구 사당동","집합","1***","동작대로1길","일반상업","숙박","8m미만","50.34"," ","55,000","null","202202","10"," ","2012","","중개거래","서울 관악구, 서울 서초구"
"서울특별시 동작구 사당동","집합","1***","동작대로1길","일반상업","숙박","8m미만","50.34"," ","55,000","null","202202","10"," ","2012","","중개거래","서울 관악구, 서울 서초구"
"서울특별시 동작구 사당동","집합","1***","동작대로1길","일반상업","숙박","8m미만","36.79"," ","54,000","null","202202","10"," ","2012","","중개거래","서울 관악구, 서울 서초구"
"서울특별시 동작구 사당동","집합","1***","동작대로1길","일반상업","숙박","8m미만","50.34"," ","52,000","null","202202","10"," ","2012","","중개거래","서울 관악구, 서울 서초구"
"서울특별시 동작구 사당동","집합","1***","동작대로1길","일반상업","숙박","8m미만","50.34"," ","55,000","null","202202","10"," ","2012","","중개거래","서울 관악구, 서울 서초구"
"서울특별시 동작구 사당동","집합","1***","동작대로1길","일반상업","숙박","8m미만","50.34"," ","52,000","null","202202","10"," ","2012","","중개거래","서울 관악구, 서울 서초구"
"서울특별시 동작구 사당동","집합","1***","동작대로1길","일반상업","숙박","8m미만","50.34"," ","52,000","null","202202","10"," ","2012","","중개거래","서울 관악구, 서울 서초구"
"서울특별시 동작구 사당동","집합","1***","동작대로1길","일반상업","제1종근린생활","8m미만","62.15"," ","52,000","null","202202","10"," ","2012","","중개거래","서울 관악구, 서울 서초구"
"서울특별시 동작구 사당동","집합","1***","동작대로1길","일반상업","제2종근린생활","8m미만","80.76"," ","71,000","null","202202","10"," ","2012","","중개거래","서울 관악구, 서울 서초구"
"서울특별시 동작구 사당동","집합","1**","사당로23길","제3종일반주거","판매","25m미만","23.55"," ","29,500","1","202202","18"," ","1990","","중개거래","서울 동작구"
"서울특별시 동작구 사당동","집합","1***","동작대로17길","제2종일반주거","제2종근린생활","12m미만","39.95"," ","29,000","1","202202","21"," ","2002","","중개거래","서울 동작구"
"서울특별시 동작구 사당동","집합","1**","사당로23길","제3종일반주거","판매","25m미만","16.71"," ","35,000","1","202203","12"," ","1990","","중개거래","서울 동작구"
"서울특별시 동작구 사당동","일반","1***","동작대로17길","제3종일반주거","제1종근린생활","8m미만","103.43","207.20","270,000","null","202203","21"," ","1993","","직거래","-"
"서울특별시 동작구 사당동","집합","1**","사당로","일반상업","기타","25m이상","48.66"," ","52,000","null","202204","2"," ","2010","","중개거래","서울 동작구"
"서울특별시 동작구 사당동","집합","1***","동작대로17길","제2종일반주거","제2종근린생활","12m미만","39.95"," ","34,000","1","202204","2"," ","2002","","중개거래","서울 동작구"
"서울특별시 동작구 사당동","일반","7**","사당로17길","제3종일반주거","제2종근린생활","25m미만","76.86","66.00","85,600","null","202204","14"," ","1973","","직거래","-"
"서울특별시 동작구 사당동","집합","1***","사당로2가길","제2종일반주거","제2종근린생활","12m미만","114.14"," ","72,000","null","202204","20"," ","2002","","중개거래","서울 동작구"
"서울특별시 동작구 사당동","집합","1**","동작대로","일반상업","제1종근린생활","25m이상","16.78"," ","13,500","null","202205","2"," ","2007","","직거래","-"
"서울특별시 동작구 사당동","집합","1**","동작대로","일반상업","제1종근린생활","25m이상","16.78"," ","13,500","null","202205","2"," ","2007","","직거래","-"
"서울특별시 동작구 사당동","집합","1**","사당로23길","제3종일반주거","판매","25m미만","8.88"," ","15,000","1","202205","13"," ","1990","","직거래","-"
"서울특별시 동작구 사당동","집합","1***","사당로30길","일반상업","업무","8m미만","104.45"," ","47,869","null","202205","16"," ","2004","20220906","중개거래","서울 관악구, 서울 서초구"
"서울특별시 동작구 사당동","집합","1***","사당로","제2종일반주거","제2종근린생활","-","26.46"," ","26,000","1","202205","16"," ","2021","","중개거래","서울 동작구"
"서울특별시 동작구 사당동","일반","8*","동작대로29가길","제2종일반주거","제2종근린생활","12m미만","297.63","149.00","349,000","null","202205","25"," ","2006","","중개거래","서울 동작구"
"서울특별시 동작구 사당동","집합","2**","사당로16다길","제2종일반주거","제2종근린생활","8m미만","43.87"," ","18,000","null","202206","7"," ","2004","","중개거래","-"
"서울특별시 동작구 사당동","집합","3**","사당로20나길","제2종일반주거","제2종근린생활","8m미만","26.36"," ","12,300","1","202206","14"," ","2017","","중개거래","서울 서초구"
"서울특별시 동작구 사당동","일반","2**","사당로","제3종일반주거","제2종근린생활","25m이상","1205.38","305.00","1,040,000","null","202206","24"," ","2004","","중개거래","서울 서초구"
"서울특별시 동작구 사당동","일반","2**","솔밭로","제3종일반주거","제1종근린생활","25m미만","226.8","121.00","203,550","null","202207","13"," ","1985","","직거래","-"
"서울특별시 동작구 사당동","일반","1***","동작대로1길","제3종일반주거","제2종근린생활","8m미만","164.82","122.60","255,500","null","202207","15"," ","1990","","중개거래","서울 동작구"
"서울특별시 동작구 사당동","일반","2**","사당로6길","제3종일반주거","제2종근린생활","12m미만","152.39","126.00","170,000","null","202207","18"," ","1977","","직거래","-"
"서울특별시 동작구 사당동","일반","2**","솔밭로","제3종일반주거","제2종근린생활","25m미만","122.31","85.00","128,000","null","202207","18"," ","1985","","직거래","-"
"서울특별시 동작구 사당동","집합","1***","사당로","제3종일반주거","제2종근린생활","-","32.25"," ","25,887","1","202207","22"," ","2021","","직거래","-"
"서울특별시 동작구 사당동","집합","4**","남부순환로257가길","제2종일반주거","제2종근린생활","8m미만","65.7"," ","30,000","2","202207","28"," ","2018","","중개거래","서울 서초구"
"서울특별시 동작구 사당동","집합","1***","사당로","제2종일반주거","제2종근린생활","-","32.25"," ","25,360","null","202208","1"," ","2021","","직거래","-"
"서울특별시 동작구 사당동","집합","2**","사당로10길","제2종일반주거","제2종근린생활","8m미만","44.1"," ","20,000","2","202208","4"," ","2015","","중개거래","서울 동작구"
"서울특별시 동작구 사당동","집합","1***","사당로30길","일반상업","업무","8m미만","104.45"," ","47,869","null","202209","6"," ","2004","","중개거래","서울 관악구, 서울 서초구"
"서울특별시 동작구 사당동","집합","1**","사당로","일반상업","제2종근린생활","25m이상","39.34"," ","64,700","null","202209","24"," ","2010","20221019","중개거래","서울 동작구"
"서울특별시 동작구 사당동","집합","8*","동작대로33길","제3종일반주거","제2종근린생활","8m미만","20.74"," ","34,500","1","202209","30"," ","2012","","직거래","-"
"서울특별시 동작구 사당동","집합","1**","사당로23길","제2종일반주거","제1종근린생활","12m미만","25"," ","31,540","1","202210","5"," ","2008","","직거래","-"
"서울특별시 동작구 사당동","일반","1***","동작대로","일반상업","제1종근린생활","25m이상","425.4","142.20","490,000","null","202210","14"," ","1988","","중개거래","서울 강남구"
"서울특별시 동작구 사당동","집합","1**","사당로","일반상업","제2종근린생활","25m이상","39.34"," ","64,700","null","202210","20"," ","2010","","중개거래","서울 동작구"
"서울특별시 동작구 사당동","집합","2**","사당로9나길","제2종일반주거","제2종근린생활","12m미만","11.7"," ","4,000","1","202210","31"," ","2008","","중개거래","서울 서초구"
"서울특별시 동작구 사당동","일반","1**","사당로2자길","제2종일반주거","기타","12m미만","559.08","689.00","460,000","null","202211","22"," ","2006","","중개거래","서울 동작구"
"서울특별시 동작구 사당동","일반","1**","사당로2자길","제2종일반주거","기타","12m미만","172.16","515.00","200,000","null","202211","22"," ","2006","","중개거래","서울 동작구"
"서울특별시 동작구 사당동","집합","1**","동작대로29길","제3종일반주거","제2종근린생활","12m미만","168.3"," ","81,500","5","202212","6"," ","1993","","중개거래","서울 동작구"
"서울특별시 동작구 사당동","집합","1**","사당로29길","제2종일반주거","제1종근린생활","8m미만","42.36"," ","34,380","null","202212","23"," ","2002","","직거래","-"
"서울특별시 동작구 상도1동","일반","2**","상도로","제3종일반주거","제1종근린생활","25m이상","481.8","266.40","560,000","null","202203","10"," ","1985","","중개거래","서울 강남구"
"서울특별시 동작구 상도1동","일반","5**","강남초등2길","제3종일반주거","제2종근린생활","8m미만","467.74","160.70","164,500","null","202203","19"," ","2008","","중개거래","서울 동작구"
"서울특별시 동작구 상도1동","일반","3**","상도로45길","제2종일반주거","제1종근린생활","8m미만","65","43.40","40,000","null","202205","2"," ","1966","","중개거래","서울 동작구"
"서울특별시 동작구 상도1동","집합","4**","상도로41가길","제2종일반주거","제2종근린생활","12m미만","60.07"," ","19,500","4","202205","3"," ","1996","","중개거래","서울 동작구, 서울 송파구"
"서울특별시 동작구 상도1동","집합","5**","매봉로","제3종일반주거","제2종근린생활","12m미만","89.3"," ","137,386","1","202205","10"," ","2020","","직거래","-"
"서울특별시 동작구 상도1동","일반","8**","상도로","제3종일반주거","제1종근린생활","25m이상","680.52","196.70","625,000","null","202205","11"," ","1993","","중개거래","서울 관악구, 서울 동작구"
"서울특별시 동작구 상도1동","일반","3**","상도로37길","제2종일반주거","제2종근린생활","8m미만","161.46","108.80","125,000","null","202210","8"," ","1990","","중개거래","서울 동작구"
"서울특별시 동작구 상도동","집합","9**","양녕로","제2종일반주거","제2종근린생활","-","37.45"," ","49,049","null","202201","3"," ","2021","","직거래","-"
"서울특별시 동작구 상도동","일반","3**","국사봉1길","준주거","제2종근린생활","8m미만","662.81","208.00","65,000","null","202201","14"," ","2008","","직거래","-"
"서울특별시 동작구 상도동","일반","2*","상도로34길","제3종일반주거","제2종근린생활","25m미만","579.5","251.00","275,500","null","202201","20"," ","1973","","중개거래","경기 수원영통구"
"서울특별시 동작구 상도동","일반","1**","상도로","제3종일반주거","기타","8m미만","599.84","192.00","321,682","null","202201","26"," ","2005","","중개거래","서울 서초구"
"서울특별시 동작구 상도동","일반","1**","상도로","제3종일반주거","기타","25m이상","5000.5","1418.00","2,763,592","null","202201","26"," ","1984","","중개거래","서울 서초구"
"서울특별시 동작구 상도동","일반","1**","상도로34길","제2종일반주거","제2종근린생활","8m미만","99","56.00","120,000","null","202202","7"," ","2021","","중개거래","서울 강남구"
"서울특별시 동작구 상도동","집합","1**","상도로34길","제2종일반주거","제1종근린생활","25m미만","37.98"," ","7,000","null","202202","11"," ","2001","","직거래","-"
"서울특별시 동작구 상도동","일반","1**","상도로","제3종일반주거","제2종근린생활","25m이상","132.69","164.00","175,000","null","202202","26"," ","2002","","중개거래","서울 강남구"
"서울특별시 동작구 상도동","일반","1**","상도로22길","제3종일반주거","제2종근린생활","8m미만","253.63","142.53","650,000","null","202203","4"," ","1993","","중개거래","서울 동작구"
"서울특별시 동작구 상도동","일반","1**","상도로","제3종일반주거","제1종근린생활","8m미만","302.31","146.01","659,500","null","202203","4"," ","1993","","중개거래","서울 동작구"
"서울특별시 동작구 상도동","집합","5**","상도로30길","준주거","제2종근린생활","12m미만","63.09"," ","57,700","2","202204","7"," ","2016","","중개거래","서울 동작구"
"서울특별시 동작구 상도동","일반","1**","상도로","제2종일반주거","제1종근린생활","25m이상","341.15","101.00","225,000","null","202204","25"," ","1997","","중개거래","서울 서초구"
"서울특별시 동작구 상도동","집합","5**","상도로30길","제2종일반주거","제1종근린생활","25m이상","23.06"," ","40,000","1","202205","14"," ","2010","","중개거래","서울 동작구"
"서울특별시 동작구 상도동","집합","5**","상도로","제2종일반주거","제1종근린생활","25m미만","21.02"," ","41,000","1","202205","14"," ","2012","","중개거래","서울 동작구"
"서울특별시 동작구 상도동","집합","2**","국사봉10길","제2종일반주거","제2종근린생활","8m미만","51.3"," ","26,000","null","202205","28"," ","2014","","중개거래","서울 영등포구"
"서울특별시 동작구 상도동","집합","2**","국사봉10길","제2종일반주거","제2종근린생활","8m미만","60"," ","24,800","null","202206","23"," ","2014","","중개거래","서울 동작구"
"서울특별시 동작구 상도동","집합","3**","등용로","준주거","제2종근린생활","25m미만","54.84"," ","89,000","null","202206","27"," ","2017","","중개거래","서울 동작구"
"서울특별시 동작구 상도동","집합","3**","등용로","준주거","제2종근린생활","25m미만","96.66"," ","239,000","null","202206","28"," ","2017","","중개거래","서울 동작구"
"서울특별시 동작구 상도동","일반","4**","상도로","제3종일반주거","제2종근린생활","25m이상","53.72","112.70","160,000","null","202207","12"," ","null","","중개거래","서울 동작구"
"서울특별시 동작구 상도동","일반","4**","상도로37길","제2종일반주거","제1종근린생활","8m미만","310.2","160.70","180,000","null","202207","14"," ","1988","","중개거래","서울 강남구"
"서울특별시 동작구 상도동","집합","2**","성대로16길","제2종일반주거","제2종근린생활","8m미만","39.18"," ","17,000","null","202207","21"," ","2020","","중개거래","서울 관악구"
"서울특별시 동작구 상도동","일반","1**","상도로","제3종일반주거","기타","25m이상","5000.5","1418.00","2,763,592","null","202207","21"," ","1984","","중개거래","서울 서초구"
"서울특별시 동작구 상도동","일반","1**","상도로","제3종일반주거","기타","8m미만","599.84","192.00","321,682","null","202207","21"," ","2005","","중개거래","서울 서초구"
"서울특별시 동작구 상도동","일반","3**","상도로","제3종일반주거","제1종근린생활","25m이상","1000.1","446.00","807,000","null","202207","22"," ","1989","","중개거래","서울 동작구"
"서울특별시 동작구 상도동","일반","1**","양녕로36길","제2종일반주거","제2종근린생활","8m미만","450.37","253.00","168,366","null","202208","4"," ","1994","","직거래","-"
"서울특별시 동작구 상도동","집합","2**","-","제2종일반주거","제1종근린생활","25m미만","22.77"," ","38,000","null","202208","11"," ","2017","","중개거래","서울 관악구, 서울 동작구"
"서울특별시 동작구 상도동","집합","1**","성대로25길","제2종일반주거","제1종근린생활","8m미만","120.4"," ","16,000","1","202208","16"," ","2022","","직거래","-"
"서울특별시 동작구 상도동","집합","4**","상도로53길","제2종일반주거","제2종근린생활","25m미만","75.3"," ","55,000","4","202208","30"," ","2004","","중개거래","서울 동작구"
"서울특별시 동작구 상도동","집합","2**","성대로21가길","제2종일반주거","제2종근린생활","8m미만","16.8"," ","10,500","1","202209","3"," ","2008","20221103","중개거래","서울 동작구"
"서울특별시 동작구 상도동","일반","3**","국사봉1길","제2종일반주거","제1종근린생활","12m미만","2773.99","619.00","1,300,000","null","202209","21"," ","2000","20221122","중개거래","서울 강남구"
"서울특별시 동작구 상도동","일반","1**","성대로29길","제2종일반주거","제2종근린생활","12m미만","68.49","63.00","80,000","null","202210","13"," ","1969","","중개거래","서울 동작구"
"서울특별시 동작구 상도동","집합","2**","양녕로25가길","제2종일반주거","제1종근린생활","8m미만","50.71"," ","31,000","1","202210","18"," ","2022","","직거래","-"
"서울특별시 동작구 상도동","일반","2**","국사봉1길","제2종일반주거","제2종근린생활","12m미만","183.9","102.00","104,000","null","202210","27"," ","1986","","중개거래","서울 서초구"
"서울특별시 동작구 상도동","집합","2**","성대로21가길","제2종일반주거","제2종근린생활","8m미만","16.8"," ","10,500","1","202211","5"," ","2008","","중개거래","서울 동작구"
"서울특별시 동작구 상도동","집합","4**","-","제2종일반주거","제2종근린생활","8m미만","59.49"," ","30,000","2","202211","11"," ","2003","","직거래","-"
"서울특별시 동작구 상도동","일반","3**","국사봉1길","제2종일반주거","제1종근린생활","12m미만","2773.99","619.00","1,350,000","null","202211","22"," ","2000","","중개거래","서울 강남구"
"서울특별시 동작구 상도동","집합","5**","상도로","제2종일반주거","제2종근린생활","25m미만","14.62"," ","4,990","2","202212","21"," ","2012","","직거래","-"
"서울특별시 동작구 상도동","집합","5**","상도로","제2종일반주거","제2종근린생활","25m미만","21.84"," ","7,450","2","202212","21"," ","2012","","직거래","-"
"서울특별시 동작구 상도동","집합","5**","상도로","제2종일반주거","제2종근린생활","25m미만","22.93"," ","7,820","2","202212","21"," ","2012","","직거래","-"
"서울특별시 동작구 상도동","집합","5**","상도로","제2종일반주거","제2종근린생활","25m미만","23.52"," ","8,020","2","202212","21"," ","2012","","직거래","-"
"서울특별시 동작구 상도동","집합","5**","상도로","제2종일반주거","제2종근린생활","25m미만","25.56"," ","8,720","2","202212","21"," ","2012","","직거래","-"
"서울특별시 동작구 신대방동","일반","6**","대림로","제2종일반주거","제2종근린생활","25m미만","176.13","117.50","138,000","null","202201","8"," ","1986","","중개거래","서울 동작구"
"서울특별시 동작구 신대방동","집합","3**","보라매로5길","일반상업","제1종근린생활","25m이상","23.18"," ","3,500","null","202202","3"," ","1996","","직거래","-"
"서울특별시 동작구 신대방동","집합","7**","신대방1가길","준주거","제2종근린생활","25m이상","52.49"," ","20,000","2","202202","9"," ","2006","","중개거래","서울 동작구"
"서울특별시 동작구 신대방동","집합","7**","신대방1가길","준주거","제2종근린생활","25m이상","52.49"," ","20,000","2","202202","9"," ","2006","","중개거래","서울 동작구"
"서울특별시 동작구 신대방동","집합","3**","보라매로5길","일반상업","제2종근린생활","25m이상","15.23"," ","2,100","null","202202","20"," ","1996","","직거래","-"
"서울특별시 동작구 신대방동","집합","3**","보라매로5가길","일반상업","제2종근린생활","25m미만","153.63"," ","60,000","null","202203","1"," ","1998","","중개거래","서울 동작구"
"서울특별시 동작구 신대방동","집합","3**","보라매로5가길","일반상업","업무","25m이상","444.79"," ","545,000","1","202203","11"," ","1996","","중개거래","서울 강남구"
"서울특별시 동작구 신대방동","집합","3**","보라매로5가길","일반상업","업무","25m이상","444.79"," ","545,000","1","202203","11"," ","1996","20220401","중개거래","서울 강남구"
"서울특별시 동작구 신대방동","집합","3**","보라매로5가길","일반상업","업무","25m미만","50.42"," ","24,000","6","202203","14"," ","2000","","중개거래","서울 동작구"
"서울특별시 동작구 신대방동","집합","3**","보라매로5길","일반상업","제2종근린생활","25m이상","33.3"," ","7,000","null","202203","15"," ","1996","","중개거래","서울 동작구"
"서울특별시 동작구 신대방동","집합","7**","신대방1가길","준주거","제2종근린생활","25m이상","15.39"," ","16,000","1","202203","30"," ","2006","","중개거래","서울 동작구, 서울 영등포구"
"서울특별시 동작구 신대방동","집합","7**","여의대방로","제3종일반주거","제2종근린생활","25m이상","10.92"," ","8,200","null","202204","13"," ","1996","","중개거래","서울 동작구"
"서울특별시 동작구 신대방동","집합","7**","보라매로3길","일반상업","제2종근린생활","25m미만","8.4"," ","3,000","null","202204","15"," ","1996","","직거래","-"
